Costo1,Costo2,Topico,Quincena,TipoProducto,Conversion
0.095,0.453,3,9,6,No
0.401,0.981,4,23,2,No
0.195,0.535,5,19,8,No
0.536,0.676,3,20,6,No
0.357,0.812,2,14,4,No
0.751,0.39,2,21,4,No
0.099,0.885,3,8,7,No
0.012,0.3,3,9,7,No
0.587,0.382,4,14,3,No
0.698,0.567,5,12,3,No
0.501,0.822,3,5,7,No
0.778,0.482,3,19,6,No
0.405,0.468,4,5,6,No
0.275,0.197,2,20,8,No
0.563,0.756,3,24,1,No
0.868,0.142,2,9,2,No
0.322,0.478,5,8,1,No
0.258,0.434,2,16,8,No
0.647,0.782,4,12,6,No
0.619,0.446,4,7,2,No
0.23,0.463,2,13,6,No
0.549,0.488,1,17,3,No
0.01,0.101,4,17,4,No
0.672,0.823,3,8,5,No
0.475,0.586,4,18,1,No
0.36,0.032,3,3,1,No
0.063,0.308,3,13,2,No
0.811,0.907,5,8,6,No
0.147,0.763,3,17,3,No
0.947,0.481,3,18,2,No
0.862,0.213,4,15,6,No
0.177,0.733,2,21,7,No
0.29,0.027,2,22,8,No
0.728,0.259,1,11,2,No
0.759,0.206,3,4,6,No
0.9,0.046,2,2,5,No
0.024,0.886,3,14,7,No
0.884,0.582,4,5,5,No
0.63,0.718,2,14,2,No
0.325,0.446,2,15,5,No
0.49,0.936,4,6,2,No
0.539,0.828,3,19,4,No
0.276,0.357,2,23,7,No
0.05,0.232,5,5,6,No
0.107,0.402,3,7,5,No
0.546,0.127,4,7,7,No
0.331,0.031,1,12,7,No
0.86,0.798,2,23,1,No
0.271,0.045,4,1,5,No
0.508,0.358,4,11,3,No
0.276,0.599,5,7,5,No
0.434,0.941,5,16,1,No
0.564,0.275,3,18,4,No
0.095,0.486,5,20,5,No
0.601,0.525,4,18,7,No
0.38,0.878,4,5,8,No
0.848,0.993,4,14,7,No
0.761,0.178,4,22,7,No
0.194,0.156,4,10,2,No
0.928,0.513,5,9,5,No
0.206,0.277,4,6,5,No
0.897,0.558,3,20,7,No
0.63,0.664,2,1,7,No
0.964,0.405,5,12,4,No
0.115,0.888,3,7,3,No
0.005,0.363,3,10,5,No
0.58,0.561,4,4,3,No
0.689,0.533,3,3,1,No
0.09,0.278,1,15,5,No
0.614,0.155,1,8,4,No
0.433,0.467,4,10,3,No
0.899,0.665,3,13,3,No
0.509,0.57,2,24,6,No
0.337,0.984,3,17,7,No
0.361,0.514,1,19,5,No
0.409,0.284,2,3,8,No
0.62,0.103,4,15,4,No
0.738,0.349,3,23,5,No
0.58,0.439,3,13,5,No
0.583,0.197,2,8,1,No
0.443,0.848,2,13,4,No
0.647,0.976,3,3,3,No
0.995,0.404,5,22,5,No
0.304,0.416,2,16,3,No
0.335,0.196,4,15,5,No
0.951,0.601,4,13,1,No
0.657,0.765,3,18,2,No
0.814,0.749,5,8,2,No
0.763,0.491,2,20,6,No
0.595,0.562,2,10,7,No
0.092,0.393,2,13,7,No
0.79,0.814,5,11,5,No
0.526,0.245,3,2,2,No
0.081,0.054,2,20,8,No
0.268,0.404,3,6,5,No
0.2,0.27,3,2,2,No
0.023,0.164,3,5,1,No
0.097,0.812,5,11,5,No
0.122,0.731,5,1,5,No
0.215,0.539,4,9,6,No
0.125,0.948,3,14,1,No
0.801,0.87,3,1,7,No
0.467,0.508,4,9,4,No
0.707,0.008,1,1,4,No
0.004,0.196,4,14,5,No
0.717,0.094,4,3,6,No
0.717,0.344,4,8,5,No
0.445,0.025,4,22,2,No
0.448,0.902,2,9,6,No
0.05,0.934,2,3,5,No
0.129,0.044,1,21,3,No
0.831,0.819,1,12,2,No
0.314,0.312,4,18,1,No
0.041,0.666,3,14,1,No
0.679,0.074,2,18,2,No
0.886,0.535,2,13,3,No
0.866,0.165,3,11,8,No
0.552,0.452,4,16,4,No
0.836,0.759,1,5,3,No
0.98,0.409,4,7,4,No
0.203,0.505,2,14,1,No
0.89,0.025,4,20,2,No
0.786,0.394,1,6,6,No
0.055,0.392,2,3,5,No
0.307,0.437,4,2,8,No
0.851,0.482,2,2,1,No
0.175,0.449,3,19,1,No
0.866,0.51,4,5,4,No
0.273,0.763,4,4,1,No
0.683,0.763,2,6,2,No
0.7,0.679,3,9,3,No
0.799,0.599,3,14,8,No
0.782,0.329,2,19,1,No
0.875,0.262,2,14,6,No
0.112,0.884,3,20,5,No
0.984,0.875,5,5,6,No
0.018,0.467,4,6,7,No
0.955,0.166,3,24,3,No
0.165,0.672,1,15,4,No
0.451,0.434,3,14,4,No
0.185,0.831,4,11,3,No
0.992,0.532,5,15,7,No
0.377,0.163,3,21,4,No
0.255,0.955,1,4,4,No
0.275,0.182,4,14,8,No
0.516,0.08,3,22,3,No
0.98,0.839,4,22,3,No
0.325,0.612,2,12,7,No
0.585,0.884,2,20,2,No
0.281,0.876,1,18,6,No
0.302,0.057,3,3,3,No
0.973,0.661,3,3,2,No
0.692,0.96,4,19,2,No
0.268,0.105,4,11,4,No
0.928,0.763,3,16,3,No
0.126,0.254,4,16,3,No
0.649,0.499,3,4,7,No
0.026,0.444,4,10,4,No
0.402,0.495,3,10,5,No
0.995,0.232,4,10,8,No
0.144,0.052,5,10,3,No
0.468,0.541,3,21,4,No
0.775,0.42,4,6,4,No
0.894,0.29,1,11,1,No
0.682,0.21,2,5,7,No
0.142,0.982,2,1,2,No
0.734,0.065,4,18,1,No
0.459,0.323,3,1,4,No
0.419,0.627,4,3,2,No
0.066,0.726,3,2,5,No
0.201,0.359,2,11,7,No
0.381,0.666,1,18,5,No
0.694,0.681,3,21,5,No
0.62,0.899,1,16,6,No
0.926,0.415,4,21,3,No
0.609,0.156,5,6,6,No
0.396,0.335,3,12,7,No
0.427,0.902,1,14,4,No
0.889,0.444,3,14,6,No
0.855,0.424,3,6,7,No
0.373,0.11,4,3,1,No
0.828,0.441,4,20,4,No
0.639,0.555,4,7,2,No
0.035,0.774,4,15,6,No
0.319,0.185,3,1,3,No
0.736,0.514,4,20,5,No
0.219,0.509,1,1,8,No
0.679,0.878,2,8,2,No
0.079,0.867,1,9,3,No
0.867,0.484,5,15,6,No
0.901,0.543,3,23,6,No
0.034,0.923,3,12,6,No
0.97,0.306,4,18,5,No
0.074,0.932,2,23,3,No
0.619,0.4,4,9,8,No
0.905,0.705,2,16,3,No
0.835,0.635,3,24,7,No
0.624,0.996,3,16,6,No
0.103,0.313,4,2,6,No
0.826,0.215,4,18,8,No
0.771,0.004,4,12,5,No
0.75,0.005,2,9,2,No
0.3,0.687,1,24,4,No
0.185,0.62,2,7,2,No
0.862,0.066,4,2,7,No
0.696,0.678,1,8,7,No
0.538,0.345,1,19,8,No
0.566,0.355,2,4,6,No
0.328,0.161,3,8,5,No
0.703,0.082,1,7,2,No
0.192,0.987,2,7,3,No
0.67,0.304,4,23,6,No
0.579,0.653,5,18,2,No
0.801,0.745,1,15,5,No
0.034,0.299,2,9,7,No
0.71,0.814,3,7,6,No
0.65,0.746,3,2,5,No
0.661,0.326,1,7,3,No
0.787,0.205,4,21,5,No
0.84,0.184,2,12,2,No
0.319,0.52,4,6,4,No
0.449,0.536,1,12,6,No
0.817,0.128,5,19,7,No
0.34,0.101,2,18,7,No
0.025,1,3,24,7,No
0.98,0.981,2,22,4,No
0.233,0.024,3,5,8,No
0.661,0.944,2,18,2,No
0.434,0.081,4,8,3,No
0.238,0.332,1,17,2,No
0.859,0.755,5,21,2,No
0.407,0.356,4,24,7,No
0.411,0.761,4,9,1,No
0.373,0.841,2,9,1,No
0.546,0.758,5,19,4,No
0.246,0.929,2,22,1,No
0.363,0.711,1,13,6,No
0.564,0.254,3,11,2,No
0.213,0.812,2,8,7,No
0.152,0.954,2,16,7,No
0.365,0.629,4,21,6,No
0.1,0.701,4,18,2,No
0.35,0.979,3,19,5,No
0.566,0.593,4,15,7,No
0.576,0.12,5,21,3,No
0.123,0.37,4,13,5,No
0.347,0.25,5,8,7,No
0.13,0.049,4,10,3,No
0.46,0.829,4,17,7,No
0.403,0.12,3,3,3,No
0.737,0.957,3,13,3,No
0.494,0.285,5,7,5,No
0.824,0.047,3,22,5,No
0.043,0.092,3,6,7,No
0.951,0.244,3,20,6,No
0.319,0.443,3,21,5,No
0.558,0.586,2,15,6,No
0.803,0.945,4,15,3,No
0.687,0.062,4,7,7,No
0.296,0.941,3,15,5,No
0.793,0.095,1,8,6,No
0.27,0.714,3,6,2,No
0.058,0.951,3,4,7,No
0.284,0.825,4,22,5,No
0.55,0.336,5,19,3,No
0.252,0.759,4,13,8,No
0.694,0.712,2,11,7,No
0.636,0.328,3,4,7,No
0.705,0.45,3,22,8,No
0.3,0.705,3,4,3,No
0.788,0.021,2,15,8,No
0.321,0.601,4,7,4,No
0.748,0.403,1,2,5,No
0.662,0.605,3,13,2,No
0.539,0.869,4,4,8,No
0.514,0.125,4,17,8,No
0.089,0.704,1,12,7,No
0.909,0.491,4,6,5,No
0.498,0.109,2,12,2,No
0.244,0.701,1,18,3,No
0.564,0.76,3,11,4,No
0.748,0.272,5,10,4,No
0.592,0.566,2,15,8,No
0.533,0.683,4,8,5,No
0.21,0.221,3,4,6,No
0.229,0.283,3,4,2,No
0.953,0.033,1,20,5,No
0.194,0.665,3,16,3,No
0.516,0.86,3,17,1,No
0.286,0.164,5,13,4,No
0.379,0.079,2,9,2,No
0.382,0.85,4,16,5,No
0.867,0.432,2,11,8,No
0.037,0.572,5,6,6,No
0.583,0.23,3,13,2,No
0.678,0.666,2,4,5,No
0.281,0.254,4,20,8,No
0.588,0.61,4,3,2,No
0.493,0.484,3,16,8,No
0.722,0.678,2,18,4,No
0.672,0.368,3,5,1,No
0.216,0.492,2,21,6,No
0.951,0.213,4,4,3,No
0.22,0.227,3,14,2,No
0.619,0.531,5,20,5,No
0.452,0.609,4,9,1,No
0.469,0.772,4,5,3,No
0.347,0.864,1,18,4,No
0.139,0.767,2,17,4,No
0.316,0.195,2,19,7,No
0.217,0.001,2,22,1,No
0.099,0.351,1,17,6,No
0.755,0.762,4,1,7,No
0.701,0.332,3,10,2,No
0.023,0.35,3,20,2,No
0.009,0.271,2,12,8,No
0.315,0.256,4,14,4,No
0.788,0.528,2,9,3,No
0.246,0.109,5,4,7,No
0.27,0.754,5,3,7,No
0.685,0.749,2,10,2,No
0.8,0.917,4,13,6,No
0.509,0.233,3,3,2,No
0.835,0.392,1,10,7,No
0.872,0.941,2,23,7,No
0.633,0.319,3,5,8,No
0.104,0.889,2,3,8,No
0.343,0.742,3,17,4,No
0.663,0.686,4,9,6,No
0.974,0.125,4,11,1,No
0.435,0.005,4,21,5,No
0.364,0.963,5,2,5,No
0.243,0.494,3,6,2,No
0.007,0.912,2,22,7,No
0.057,0.151,2,5,4,No
0.979,0.439,2,10,7,No
0.405,0.579,5,15,6,No
0.688,0.864,4,14,6,No
0.61,0.645,3,19,3,No
0.55,0.152,3,15,7,No
0.316,0.665,5,14,5,No
0.337,0.188,1,1,4,No
0.536,0.235,2,3,7,No
0.923,0.201,1,14,8,No
0.466,0.897,2,10,3,No
0.652,0.701,4,22,8,No
0.137,0.57,2,6,5,No
0.803,0.162,1,4,5,No
0.11,0.622,4,10,3,No
0.247,0.969,3,12,7,No
0.274,0.51,4,22,2,No
0.932,0.477,5,16,1,No
0.613,0.174,5,14,3,No
0.014,0.885,2,22,6,No
0.306,0.942,2,20,8,No
0.735,0.01,2,16,3,No
0.777,0.397,2,7,4,No
0.733,0.743,3,1,5,No
0.936,0.325,2,14,7,No
0.378,0.88,2,14,5,No
0.021,0.311,3,10,3,No
0.158,0.715,2,21,7,No
0.192,0.842,4,7,3,No
0.358,0.047,3,21,6,No
0.701,0.453,5,13,8,No
0.103,0.761,2,15,5,No
0.082,0.46,5,8,8,No
0.503,0.771,3,6,6,No
0.261,0.033,2,24,6,No
0.939,0.315,3,22,6,No
0.411,0.901,5,3,7,No
0.042,0.331,1,15,7,No
0.382,0.569,4,10,5,No
0.191,0.062,2,22,2,No
0.327,0.287,4,21,4,No
0.945,0.759,2,4,3,No
0.586,0.87,2,6,5,No
0.134,0.988,2,11,7,No
0.53,0.562,3,18,4,No
0.377,0.08,4,10,3,No
0.832,0.602,1,15,1,No
0.65,0.181,1,6,5,No
0.87,1,4,23,2,No
0.926,0.7,3,12,2,No
0.862,0.875,2,6,2,No
0.241,0.367,2,3,5,No
0.486,0.719,2,21,8,No
0.243,0.117,2,12,2,No
0.673,0.878,3,15,3,No
0.569,0.812,4,20,5,No
0.941,0.571,1,6,8,No
0.958,0.847,3,12,5,No
0.977,0.213,5,6,4,No
0.117,0.151,2,13,3,No
0.417,0.758,5,2,4,No
0.414,0.155,2,13,8,No
0.059,0.291,5,8,6,No
0.903,0.38,2,10,7,No
0.778,0.434,5,8,7,No
0.198,0.143,4,23,2,No
0.645,0.07,1,7,1,No
0.481,0.091,3,16,8,No
0.35,0.675,5,7,4,No
0.473,0.681,4,16,4,No
0.841,0.885,2,11,2,No
0.702,0.32,3,21,4,No
0.312,0.685,4,7,3,No
0.42,0.515,2,17,2,No
0.762,0.271,4,17,5,No
0.621,0.934,3,19,7,No
0.765,0.906,5,19,2,No
0.143,0.677,5,8,5,No
0.981,0.944,2,13,5,No
0.391,0.551,2,3,4,No
0.265,0.288,5,5,7,No
0.994,0.039,1,21,6,No
0.343,0.248,3,12,2,No
0.025,0.484,4,2,3,No
0.18,0.54,2,20,4,No
0.471,0.248,3,12,7,No
0.884,0.929,1,2,1,No
0.797,0.302,5,14,6,No
0.597,0.865,3,15,5,No
0.008,0.195,4,12,3,No
0.964,0.44,3,21,1,No
0.106,0.052,5,14,2,No
0.208,0.453,5,22,5,No
0.738,0.551,3,19,4,No
0.443,0.901,3,15,4,No
0.61,0.315,4,22,7,No
0.874,0.669,4,20,5,No
0.362,0.15,2,10,8,No
0.928,0.801,3,3,2,No
0.987,0.246,2,2,5,No
0.948,0.363,5,23,5,No
0.953,0.882,3,9,8,No
0.71,0.47,3,20,4,No
0.095,0.716,2,12,5,No
0.674,0.298,3,2,3,No
0.609,0.543,2,11,7,No
0.672,0.83,4,6,5,No
0.878,0.594,4,2,6,No
0.224,0.149,1,14,2,No
0.97,0.155,2,11,6,No
0.082,0.718,2,19,5,No
0.842,0.412,4,17,7,No
0.408,0.556,5,22,5,No
0.016,0.13,5,16,2,No
0.261,0.137,3,14,7,No
0.764,0.796,1,9,4,No
0.018,0.072,1,2,6,No
0.993,0.474,2,9,1,No
0.223,0.704,5,9,6,No
0.649,0.954,3,22,3,No
0.346,0.527,1,5,3,No
0.595,0.644,4,10,4,No
0.558,0.151,1,9,6,No
0.391,0.14,3,6,4,No
0.259,0.857,2,15,4,No
0.948,0.304,3,5,3,No
0.107,0.684,3,13,5,No
0.353,0.421,4,21,5,No
0.599,0.298,2,6,7,No
0.803,0.157,3,14,1,No
0.775,0.657,2,15,2,No
0.54,0.491,2,22,2,No
0.485,0.026,2,4,5,No
0.786,0.202,5,23,7,No
0.815,0.346,3,21,4,No
0.322,0.736,3,11,5,No
0.88,0.373,5,3,8,No
0.88,0.118,2,8,3,No
0.216,0.761,5,18,7,No
0.365,0.103,4,14,7,No
0.545,0.473,4,8,2,No
0.466,0.898,2,23,7,No
0.36,0.176,2,11,7,No
0.448,0.918,3,7,5,No
0.577,0.251,3,18,3,No
0.668,0.534,3,14,7,No
0.299,0.232,2,11,2,No
0.892,0.843,4,22,4,No
0.446,0.295,4,14,3,No
0.688,0.78,2,6,7,No
0.98,0.012,1,8,8,No
0.312,0.74,4,20,7,No
0.653,0.206,1,10,3,No
0.649,0.292,4,23,6,No
0.48,0.15,3,19,5,No
0.125,0.484,3,15,6,No
0.999,0.784,4,11,2,No
0.247,0.655,1,20,4,No
0.53,0.665,3,11,2,No
0.448,0.261,5,17,3,No
0.038,0.308,3,20,7,No
0.625,0.042,2,20,6,No
0.429,0.452,4,21,2,No
0.941,0.046,3,7,7,No
0.226,0.361,2,15,5,No
0.25,0.147,4,15,7,No
0.396,0.284,3,2,6,No
0.102,0.929,3,16,5,No
0.555,0.74,3,12,3,No
0.933,0.831,3,8,3,No
0.958,0.022,2,14,4,No
0.664,0.909,1,13,2,No
0.227,0.977,4,23,3,No
0.618,0.016,2,5,6,No
0.293,0.275,4,6,6,No
0.489,0.614,3,16,3,No
0.013,0.688,3,4,7,No
0.925,0.565,1,6,6,No
0.052,0.17,4,20,5,No
0.142,0.461,5,12,1,No
0.579,0.304,3,12,7,No
0.528,0.453,4,8,2,No
0.428,0.308,4,15,5,No
0.472,0.438,1,23,3,No
0.238,0.535,2,16,7,No
0.493,0.227,3,6,5,No
0.691,0.717,2,7,6,No
0.965,0.309,2,3,3,No
0.312,0.798,2,20,7,No
0.016,0.492,3,5,5,No
0.302,0.819,4,2,7,No
0.907,0.185,1,7,2,No
0.92,0.178,2,11,6,No
0.202,0.913,3,7,3,No
0.578,0.678,3,23,5,No
0.586,0.3,3,12,3,No
0.904,0.738,3,18,3,No
0.011,0.563,3,23,4,No
0.871,0.244,3,14,3,No
0.726,0.584,4,6,2,No
0.11,0.731,2,21,7,No
0.847,0.977,3,6,8,No
0.343,0.066,3,21,6,No
0.494,0.332,2,2,7,No
0.666,0.479,1,8,2,No
0.642,0.21,2,7,5,No
0.684,0.018,1,19,8,No
0.918,0.052,2,23,3,No
0.848,0.617,2,20,4,No
0.338,0.166,1,15,8,No
0.014,0.879,1,11,5,No
0.91,0.79,2,2,1,No
0.964,0.261,2,11,5,No
0.473,0.397,4,23,4,No
0.979,0.877,5,12,6,No
0.261,0.287,5,6,5,No
0.645,0.496,5,18,2,No
0.234,0.538,4,11,6,No
0.172,0.363,3,2,6,No
0.424,0.607,3,3,7,No
0.124,0.006,3,6,7,No
0.046,0.04,3,20,2,No
0.777,0.845,1,7,5,No
0.11,0.841,3,20,6,No
0.853,0.218,2,1,5,No
0.413,0.636,3,4,4,No
0.838,0.994,4,12,2,No
0.33,0.52,4,3,2,No
0.115,0.971,5,14,2,No
0.305,0.962,3,9,4,No
0.244,0.653,5,11,2,No
0.193,0.326,2,2,6,No
0.556,0.131,4,12,1,No
0.85,0.271,3,15,8,No
0.717,0.582,4,19,8,No
0.212,0.318,3,10,4,No
0.271,0.123,3,19,7,No
0.647,0.809,3,10,6,No
0.93,0.246,5,23,3,No
0.343,0.661,1,14,6,No
0.72,0.915,3,22,5,No
0.581,0.505,2,18,4,No
0.147,0.659,3,7,3,No
0.291,0.241,3,11,8,No
0.42,0.214,5,7,6,No
0.642,0.306,2,16,4,No
0.432,0.695,1,15,3,No
0.064,0.765,2,2,5,No
0.24,0.817,4,24,2,No
0.819,0.904,3,7,6,No
0.017,0.387,4,18,1,No
0.752,0.29,2,14,7,No
0.275,0.683,3,21,7,No
0.825,0.044,3,19,2,No
0.691,0.153,3,11,4,No
0.778,0.524,3,12,2,No
0.78,0.322,5,8,5,No
0.109,0.818,3,3,5,No
0.894,0.102,4,18,3,No
0.762,0.607,5,12,7,No
0.959,0.442,1,15,2,No
0.303,0.56,4,6,8,No
0.539,0.655,1,15,2,No
0.137,0.247,3,19,7,No
0.332,0.336,2,11,5,No
0.455,0.324,3,20,3,No
0.743,0.614,3,6,8,No
0.611,0.208,3,14,2,No
0.348,0.997,4,20,6,No
0.936,0.143,2,8,4,No
0.708,0.929,4,21,2,No
0.436,0.098,5,12,5,No
0.262,0.163,1,6,1,No
0.569,0.88,2,1,5,No
0.833,0.432,4,11,2,No
0.283,0.516,3,10,7,No
0.908,0.361,2,1,2,No
0.429,0.258,3,22,6,No
0.212,0.003,1,7,1,No
0.913,0.831,3,5,6,No
0.975,0.274,3,14,3,No
0.957,0.863,2,16,7,No
0.264,0.845,4,21,7,No
0.925,0.14,2,19,7,No
0.188,0.466,2,6,5,No
0.414,0.279,5,2,7,No
0.616,0.696,2,6,5,No
0.819,0.279,3,15,7,No
0.382,0.954,4,15,1,No
0.387,0.994,5,17,1,No
0.026,0.133,1,22,2,No
0.303,0.565,5,7,2,No
0.208,0.171,3,24,4,No
0.67,0.061,2,4,2,No
0.059,0.152,4,15,8,No
0.463,0.312,1,21,4,No
0.081,0.121,5,23,2,No
0.257,0.495,2,19,8,No
0.797,0.179,2,21,1,No
0.844,0.059,4,7,8,No
0.772,0.311,2,22,7,No
0.537,0.484,1,4,6,No
0.413,0.031,5,4,4,No
0.506,0.918,1,20,3,No
0.395,0.852,5,2,1,No
0.34,0.638,4,6,5,No
0.931,0.569,2,19,5,No
0.147,0.631,1,11,5,No
0.344,0.835,3,17,1,No
0.345,0.687,1,9,8,No
0.367,0.085,5,20,7,No
0.228,0.065,4,13,5,No
0.13,0.961,4,11,8,No
0.592,0.195,2,21,6,No
0.852,0.599,3,7,2,No
0.852,0.786,3,21,1,No
0.109,0.088,4,2,7,No
0.725,0.377,4,15,6,No
0.885,0.137,2,17,4,No
0.462,0.611,2,15,7,No
0.123,0.288,3,12,5,No
0.586,0.234,2,16,4,No
0.973,0.871,2,10,7,No
0.36,0.214,3,21,7,No
0.779,0.213,5,12,1,No
0.175,0.158,4,4,5,No
0.187,0.975,2,17,3,No
0.197,0.476,2,6,4,No
0.33,0.19,3,22,2,No
0.601,0.787,2,5,4,No
0.53,0.022,4,17,2,No
0.977,0.66,4,20,2,No
0.631,0.092,4,13,7,No
0.56,0.056,4,22,5,No
0.954,0.394,5,12,6,No
0.132,0.692,5,11,2,No
0.332,0.301,5,4,8,No
0.931,0.315,4,13,5,No
0.534,0.734,4,11,6,No
0.251,0.914,4,24,5,No
0.947,0.019,3,13,5,No
0.886,0.889,3,1,4,No
0.044,0.13,5,2,3,No
0.451,0.796,5,22,6,No
0.527,0.944,4,1,7,No
0.377,0.128,2,11,2,No
0.382,0.507,3,5,5,No
0.797,0.141,2,6,4,No
0.107,0.585,5,17,4,No
0.595,0.429,4,13,6,No
0.035,0.485,2,24,4,No
0.721,0.614,3,3,1,No
0.493,0.127,5,14,6,No
0.827,0.313,2,11,3,No
0.404,0.79,3,15,7,No
0.74,0.46,4,17,2,No
0.672,0.36,2,14,6,No
0.62,0.904,2,4,7,No
0.103,0.886,3,2,5,No
0.785,0.388,4,9,8,No
0.721,0.394,3,12,6,No
0.603,0.235,3,4,3,No
0.267,0.157,4,14,2,No
0.409,0.338,3,4,6,No
0.277,0.018,2,7,2,No
0.691,0.679,5,8,5,No
0.077,0.874,4,1,2,No
0.966,0.264,2,17,8,No
0.852,0.793,3,7,6,No
0.56,0.773,4,18,6,No
0.628,0.216,2,6,2,No
0.283,0.44,4,8,2,No
0.055,0.196,1,4,5,No
0.498,0.274,4,10,5,No
0.768,0.849,3,17,1,No
0.476,0.438,1,5,3,No
0.331,0.143,2,17,1,No
0.728,0.018,4,19,4,No
0.63,0.642,4,9,3,No
0.948,0.349,5,15,4,No
0.377,0.195,1,19,1,No
0.812,0.519,4,10,3,No
0.603,0.816,2,13,7,No
0.195,0.627,2,17,7,No
0.473,0.225,2,16,3,No
0.603,0.207,2,13,4,No
0.278,0.88,3,4,4,No
0.639,0.631,2,19,5,No
0.936,0.691,5,7,7,No
0.466,0.067,5,23,2,No
0.929,0.833,3,20,3,No
0.255,0.757,3,12,1,No
0.747,0.501,3,19,2,No
0.334,0.239,4,20,5,No
0.339,0.608,4,13,4,No
0.732,0.036,1,10,1,No
0.34,0.469,3,11,2,No
0.84,0.051,3,14,3,No
0.126,0.831,1,13,7,No
0.331,0.861,4,24,3,No
0.408,0.907,3,6,5,No
0.014,0.73,1,19,5,No
0.38,0.551,2,4,6,No
0.867,0.434,2,16,4,No
0.173,0.737,3,16,2,No
0.151,0.13,3,19,6,No
0.818,0.235,3,12,4,No
0.773,0.937,2,1,4,No
0.512,0.776,5,22,7,No
0.093,0.662,3,10,5,No
0.696,0.947,4,1,2,No
0.888,0.995,1,2,7,No
0.968,0.77,5,11,5,No
0.724,0.316,2,15,5,No
0.378,0.445,4,19,7,No
0.959,0.964,3,2,2,No
0.493,0.892,5,6,5,No
0.067,0.309,5,20,7,No
0.066,0.707,1,5,6,No
0.46,0.062,4,22,7,No
0.197,0.137,3,12,3,No
0.262,0.748,4,12,6,No
0.162,0.769,4,16,6,No
0.64,0.616,2,10,3,No
0.716,0.082,3,18,2,No
0.8,0.444,2,18,3,No
0.633,0.141,1,6,5,No
0.256,0.273,4,13,3,No
0.062,0.445,1,11,4,No
0.829,0.074,2,16,7,No
0.235,0.503,2,22,3,No
0.958,0.46,5,20,5,No
0.207,0.281,4,4,1,No
0.536,0.267,4,14,2,No
0.854,0.261,1,15,4,No
0.507,0.589,1,9,5,No
0.975,0.603,5,8,8,No
0.838,0.499,4,17,4,No
0.115,0.057,4,3,3,No
0.834,0.628,2,2,5,No
0.59,0.96,2,3,8,No
0.501,0.321,4,10,4,No
0.329,0.274,3,13,7,No
0.319,0.852,3,21,5,No
0.373,0.852,2,10,2,No
0.36,0.823,4,9,2,No
0.892,0.989,3,22,1,No
0.25,0.386,4,4,2,No
0.052,0.16,3,2,7,No
0.324,0.207,4,16,5,No
0.865,0.392,4,3,5,No
0.506,0.964,5,6,7,No
0.956,0.98,3,3,2,No
0.137,0.519,3,18,5,No
0.045,0.405,4,2,5,No
0.939,0.599,4,6,4,No
0.411,0.965,3,8,7,No
0.091,0.446,2,2,5,No
0.942,0.108,1,6,6,No
0.441,0.052,5,5,7,No
0.421,0.143,3,6,3,No
0.24,0.043,5,19,4,No
0.471,0.872,1,13,2,No
0.513,0.098,2,11,7,No
0.568,0.217,4,18,5,No
0.101,0.765,2,20,5,No
0.346,0.28,5,13,3,No
0.341,0.745,4,2,3,No
0.212,0.746,3,13,3,No
0.805,0.839,3,13,3,No
0.169,0.095,4,18,2,No
0.871,0.23,2,9,7,No
0.25,0.256,4,11,1,No
0.898,0.22,2,17,4,No
0.575,0.375,3,3,5,No
0.213,0.579,5,2,3,No
0.417,0.647,3,16,6,No
0.452,0.101,3,1,7,No
0.219,0.453,2,16,1,No
0.637,0.344,4,3,4,No
0.949,0.824,5,20,6,No
0.52,0.62,1,7,6,No
0.378,0.133,3,16,7,No
0.036,0.436,2,6,4,No
0.664,0.051,2,22,5,No
0.419,0.912,3,4,2,No
0.462,0.706,5,13,2,No
0.642,0.655,4,23,7,No
0.751,0.836,2,2,4,No
0.189,0.935,4,6,6,No
0.67,0.269,2,8,5,No
0.004,0.819,4,5,5,No
0.474,0.317,3,21,7,No
0.767,0.191,2,12,6,No
0.272,0.234,4,17,4,No
0.141,0.08,3,15,5,No
0.819,0.763,3,18,3,No
0.467,0.473,5,14,6,No
0.269,0.623,3,20,6,No
0.75,0.732,4,4,5,No
0.967,0.17,3,5,2,No
0.008,0.841,1,19,7,No
0.133,0.678,2,12,3,No
0.002,0.775,2,2,4,No
0.299,0.971,2,10,2,No
0.704,0.51,4,21,4,No
0.217,0.981,2,21,7,No
0.958,0.712,3,17,4,No
0.155,0.583,5,12,7,No
0.017,0.671,5,11,1,No
0.169,0.48,1,21,6,No
0.022,0.758,3,19,3,No
0.435,0.542,4,13,5,No
0.843,0.84,1,11,6,No
0.527,0.026,3,15,1,No
0.577,0.962,5,14,5,No
0.302,0.635,2,11,7,No
0.121,0.978,1,7,6,No
0.434,0.386,3,19,4,No
0.798,0.169,4,22,3,No
0.08,0.834,4,1,1,No
0.818,0.69,2,22,5,No
0.081,0.735,4,9,4,No
0.962,0.943,4,8,7,No
0.772,0.704,4,19,2,No
0.505,0.551,5,16,3,No
0.512,0.189,1,18,2,No
0.02,0.273,2,19,5,No
0.298,0.056,3,23,4,No
0.144,0.122,1,9,2,No
0.351,0.64,3,24,6,No
0.56,0.61,2,14,6,No
0.343,0.348,4,2,6,No
0.959,0.221,2,12,2,No
0.392,0.532,3,18,5,No
0.267,0.136,4,2,5,No
0.368,0.155,4,6,2,No
0.012,0.252,3,20,3,No
0.599,0.622,3,23,6,No
